OrderID,Date,CustomerName,CustomerEmail,Country,City,Category,Product,Quantity,UnitPrice,Subtotal,DiscountPct,DiscountAmount,Tax8Pct,GrandTotal,PaymentMethod,ShippingMethod,OrderStatus,SalesRep,Rating
ORD-10720,2023-03-16,Ivan Drago,customer4302@email.com,UK,Mumbai,Clothing,Scarf,4,104.09,416.36,0,0.0,33.31,449.67,COD,Standard,Delivered,Usman Khan,4
ORD-10721,2023-03-16,Sam Wilson,customer9995@email.com,UK,Islamabad,Home & Kitchen,Blender,3,286.82,860.46,0,0.0,68.84,929.3,Credit Card,Standard,Shipped,Usman Khan,4
ORD-10722,2023-03-17,Sam Wilson,customer4366@email.com,USA,Mumbai,Home & Kitchen,Rice Cooker,5,161.26,806.3,20,161.26,51.6,696.64,PayPal,Express,Shipped,Ali Raza,4
ORD-10723,2023-03-17,Ivan Drago,customer4162@email.com,Australia,Lahore,Clothing,Jacket,6,12.48,74.88,0,0.0,5.99,80.87,Credit Card,Standard,Delivered,Sara Ahmed,5
ORD-10724,2023-03-17,Tina Fey,customer9306@email.com,USA,Islamabad,Books,SQL Mastery,3,43.68,131.04,20,26.21,8.39,113.22,Credit Card,Standard,Shipped,Usman Khan,3
ORD-10725,2023-03-17,Quinn Hughes,customer3137@email.com,USA,Islamabad,Electronics,Power Bank,2,81.47,162.94,0,0.0,13.04,175.98,Credit Card,Standard,Delivered,Sara Ahmed,5
ORD-10726,2023-03-17,Priya Sharma,customer5852@email.com,USA,Sydney,Electronics,Smartwatch,7,965.22,6756.54,20,1351.31,432.42,5837.65,Debit Card,Standard,Delivered,Ali Raza,5
ORD-10727,2023-03-17,Grace Lee,customer1030@email.com,Pakistan,Mumbai,Books,Cloud Computing,5,14.0,70.0,15,10.5,4.76,64.26,Bank Transfer,Standard,Delivered,Usman Khan,3
ORD-10728,2023-03-17,Carlos Mendez,customer6948@email.com,USA,New York,Clothing,Hoodie,9,89.18,802.62,10,80.26,57.79,780.15,Credit Card,Overnight,Processing,Nadia Islam,2
ORD-10729,2023-03-17,Sam Wilson,customer2805@email.com,India,Islamabad,Home & Kitchen,Microwave,3,211.49,634.47,10,63.45,45.68,616.7,PayPal,Standard,Delivered,Nadia Islam,5
ORD-10730,2023-03-17,Hina Khan,customer7413@email.com,India,Berlin,Electronics,Keyboard,8,69.59,556.72,0,0.0,44.54,601.26,Credit Card,Express,Delivered,Usman Khan,3
ORD-10731,2023-03-17,Eve Turner,customer4569@email.com,Canada,Lahore,Sports,Protein Shaker,6,186.53,1119.18,10,111.92,80.58,1087.84,Debit Card,Express,Delivered,John Doe,5
ORD-10732,2023-03-18,Frank Castle,customer6310@email.com,Pakistan,Toronto,Sports,Protein Shaker,4,303.74,1214.96,0,0.0,97.2,1312.16,PayPal,Free Shipping,Shipped,Usman Khan,3
ORD-10733,2023-03-18,Bob Smith,customer1456@email.com,Pakistan,New York,Books,Business Analytics,9,51.67,465.03,5,23.25,35.34,477.12,PayPal,Express,Delivered,Usman Khan,5
ORD-10734,2023-03-18,Sam Wilson,customer1448@email.com,Germany,Mumbai,Clothing,Polo Shirt,5,134.41,672.05,15,100.81,45.7,616.94,PayPal,Free Shipping,Processing,Usman Khan,5
ORD-10735,2023-03-18,Mike Ross,customer1067@email.com,Pakistan,Dubai,Electronics,Monitor,6,751.58,4509.48,0,0.0,360.76,4870.24,Debit Card,Standard,Cancelled,Ali Raza,5
ORD-10736,2023-03-18,Frank Castle,customer5089@email.com,Germany,Mumbai,Clothing,Tracksuit,9,111.98,1007.82,15,151.17,68.53,925.18,Credit Card,Express,Delivered,Usman Khan,4
ORD-10737,2023-03-18,Frank Castle,customer2862@email.com,Canada,Sydney,Electronics,Monitor,7,508.86,3562.02,0,0.0,284.96,3846.98,PayPal,Standard,Shipped,Usman Khan,5
ORD-10738,2023-03-18,Bob Smith,customer2802@email.com,Australia,New York,Books,Data Science 101,5,23.82,119.1,5,5.96,9.05,122.19,PayPal,Overnight,Delivered,Ali Raza,5
ORD-10739,2023-03-18,Eve Turner,customer8554@email.com,USA,Lahore,Books,Cloud Computing,2,15.7,31.4,20,6.28,2.01,27.13,Credit Card,Standard,Delivered,Usman Khan,4
ORD-10740,2023-03-18,Kevin Hart,customer9319@email.com,Pakistan,Sydney,Sports,Yoga Mat,4,284.48,1137.92,10,113.79,81.93,1106.06,Credit Card,Standard,Delivered,Nadia Islam,5
ORD-10741,2023-03-18,Kevin Hart,customer6895@email.com,UAE,Karachi,Clothing,Scarf,2,54.04,108.08,10,10.81,7.78,105.05,COD,Standard,Delivered,Nadia Islam,4
ORD-10742,2023-03-19,Nina Simone,customer6515@email.com,India,Lahore,Sports,Dumbbells,3,49.51,148.53,10,14.85,10.69,144.37,COD,Free Shipping,Cancelled,Usman Khan,5
ORD-10743,2023-03-19,Mike Ross,customer4738@email.com,Pakistan,Islamabad,Clothing,Jeans,3,105.9,317.7,20,63.54,20.33,274.49,Credit Card,Standard,Cancelled,Ali Raza,5
ORD-10744,2023-03-19,Hina Khan,customer1367@email.com,India,Karachi,Sports,Jump Rope,4,356.21,1424.84,0,0.0,113.99,1538.83,Debit Card,Express,Cancelled,Usman Khan,3
ORD-10745,2023-03-19,Omar Sheikh,customer7201@email.com,USA,Dubai,Home & Kitchen,Vacuum,6,156.8,940.8,10,94.08,67.74,914.46,PayPal,Free Shipping,Returned,Usman Khan,4
ORD-10746,2023-03-19,Laura Palmer,customer3640@email.com,UK,Sydney,Home & Kitchen,Rice Cooker,3,49.15,147.45,5,7.37,11.21,151.29,COD,Standard,Delivered,Sara Ahmed,5
ORD-10747,2023-03-19,Carlos Mendez,customer5907@email.com,Canada,Lahore,Home & Kitchen,Air Fryer,1,181.99,181.99,0,0.0,14.56,196.55,COD,Free Shipping,Delivered,John Doe,3
ORD-10748,2023-03-19,Eve Turner,customer1058@email.com,Pakistan,London,Home & Kitchen,Blender,1,188.09,188.09,0,0.0,15.05,203.14,PayPal,Standard,Delivered,Ali Raza,5
ORD-10749,2023-03-19,Frank Castle,customer5256@email.com,USA,London,Electronics,Keyboard,9,1019.57,9176.13,0,0.0,734.09,9910.22,Credit Card,Free Shipping,Shipped,John Doe,5
ORD-10750,2023-03-19,Bob Smith,customer9294@email.com,Pakistan,Toronto,Home & Kitchen,Iron,9,139.86,1258.74,10,125.87,90.63,1223.5,PayPal,Free Shipping,Delivered,Sara Ahmed,2
ORD-10751,2023-03-20,Hina Khan,customer5941@email.com,Pakistan,Karachi,Books,Machine Learning,5,42.54,212.7,20,42.54,13.61,183.77,Debit Card,Free Shipping,Cancelled,John Doe,4
ORD-10752,2023-03-20,Eve Turner,customer5507@email.com,Pakistan,Berlin,Books,Business Analytics,9,52.93,476.37,15,71.46,32.39,437.3,Bank Transfer,Express,Shipped,Usman Khan,4
ORD-10753,2023-03-20,Quinn Hughes,customer1785@email.com,USA,New York,Electronics,Tablet,7,394.35,2760.45,10,276.04,198.75,2683.16,PayPal,Free Shipping,Shipped,Nadia Islam,5
ORD-10754,2023-03-20,Bob Smith,customer3446@email.com,USA,Mumbai,Home & Kitchen,Blender,9,391.99,3527.91,0,0.0,282.23,3810.14,Debit Card,Standard,Delivered,Ali Raza,4
ORD-10755,2023-03-20,Kevin Hart,customer9628@email.com,Canada,Islamabad,Home & Kitchen,Microwave,7,166.82,1167.74,0,0.0,93.42,1261.16,Debit Card,Express,Delivered,Ali Raza,4
ORD-10756,2023-03-20,Diana Prince,customer3365@email.com,Australia,Dubai,Home & Kitchen,Vacuum,9,121.56,1094.04,0,0.0,87.52,1181.56,Credit Card,Standard,Delivered,Usman Khan,5
ORD-10757,2023-03-20,Kevin Hart,customer5701@email.com,UK,London,Sports,Resistance Bands,2,215.38,430.76,10,43.08,31.01,418.69,PayPal,Standard,Returned,John Doe,2
ORD-10758,2023-03-20,Ivan Drago,customer8417@email.com,Pakistan,Berlin,Clothing,Sweater,8,23.22,185.76,0,0.0,14.86,200.62,Credit Card,Overnight,Delivered,Ali Raza,4
ORD-10759,2023-03-20,Frank Castle,customer6566@email.com,USA,Berlin,Sports,Cycling Gloves,7,69.85,488.95,5,24.45,37.16,501.66,Debit Card,Standard,Shipped,Sara Ahmed,4
ORD-10760,2023-03-20,Bob Smith,customer9688@email.com,India,Karachi,Clothing,Scarf,6,68.02,408.12,20,81.62,26.12,352.62,Debit Card,Free Shipping,Returned,Sara Ahmed,2
ORD-10761,2023-03-21,Omar Sheikh,customer7383@email.com,India,Toronto,Home & Kitchen,Rice Cooker,5,309.73,1548.65,10,154.86,111.5,1505.29,Bank Transfer,Express,Delivered,John Doe,2
ORD-10762,2023-03-21,Eve Turner,customer2489@email.com,Germany,Islamabad,Home & Kitchen,Microwave,4,362.12,1448.48,15,217.27,98.5,1329.71,COD,Free Shipping,Delivered,Sara Ahmed,4
ORD-10763,2023-03-21,Laura Palmer,customer3334@email.com,Pakistan,Berlin,Sports,Resistance Bands,7,335.09,2345.63,10,234.56,168.89,2279.96,Credit Card,Free Shipping,Delivered,Nadia Islam,3
ORD-10764,2023-03-21,Mike Ross,customer8690@email.com,India,Dubai,Sports,Water Bottle,3,59.77,179.31,0,0.0,14.34,193.65,Credit Card,Overnight,Shipped,Usman Khan,4
ORD-10765,2023-03-21,Quinn Hughes,customer4389@email.com,UAE,Karachi,Clothing,Sweater,8,104.08,832.64,0,0.0,66.61,899.25,Debit Card,Standard,Cancelled,Ali Raza,5
ORD-10766,2023-03-21,Diana Prince,customer1202@email.com,Australia,Sydney,Books,Business Analytics,2,39.95,79.9,15,11.99,5.43,73.34,Debit Card,Express,Delivered,Usman Khan,5
ORD-10767,2023-03-21,Julia Roberts,customer1230@email.com,UAE,Dubai,Clothing,Polo Shirt,1,122.81,122.81,10,12.28,8.84,119.37,COD,Standard,Delivered,John Doe,4
ORD-10768,2023-03-21,Alice Johnson,customer8047@email.com,UK,Mumbai,Sports,Resistance Bands,2,414.02,828.04,10,82.8,59.62,804.86,Credit Card,Standard,Delivered,Usman Khan,4
ORD-10769,2023-03-21,Kevin Hart,customer3962@email.com,India,Toronto,Sports,Protein Shaker,9,435.16,3916.44,0,0.0,313.32,4229.76,COD,Standard,Shipped,Ali Raza,3
ORD-10770,2023-03-21,Priya Sharma,customer3327@email.com,Canada,Islamabad,Electronics,Headphones,5,650.49,3252.45,10,325.24,234.18,3161.39,PayPal,Express,Delivered,Ali Raza,3
ORD-10771,2023-03-22,Kevin Hart,customer3784@email.com,USA,Toronto,Sports,Resistance Bands,8,351.35,2810.8,0,0.0,224.86,3035.66,Credit Card,Standard,Shipped,John Doe,4
ORD-10772,2023-03-22,Ivan Drago,customer1803@email.com,Pakistan,Toronto,Electronics,Laptop,3,438.96,1316.88,0,0.0,105.35,1422.23,Credit Card,Express,Delivered,Ali Raza,5
ORD-10773,2023-03-22,Bob Smith,customer6766@email.com,UK,Karachi,Books,Statistics,7,59.96,419.72,0,0.0,33.58,453.3,COD,Express,Shipped,Sara Ahmed,3
ORD-10774,2023-03-22,Grace Lee,customer4723@email.com,USA,Toronto,Clothing,T-Shirt,2,34.55,69.1,5,3.46,5.25,70.89,PayPal,Standard,Delivered,Usman Khan,4
ORD-10775,2023-03-22,Sam Wilson,customer7396@email.com,UK,New York,Clothing,Hoodie,8,11.42,91.36,0,0.0,7.31,98.67,Bank Transfer,Express,Delivered,Nadia Islam,5
ORD-10776,2023-03-22,Rachel Green,customer1175@email.com,Germany,Dubai,Electronics,Keyboard,7,265.77,1860.39,0,0.0,148.83,2009.22,Debit Card,Express,Cancelled,Nadia Islam,5
ORD-10777,2023-03-22,Tina Fey,customer6691@email.com,UAE,Islamabad,Clothing,Shorts,5,118.62,593.1,10,59.31,42.7,576.49,Credit Card,Free Shipping,Delivered,Nadia Islam,5
ORD-10778,2023-03-22,Grace Lee,customer4532@email.com,India,Dubai,Sports,Treadmill,4,227.82,911.28,10,91.13,65.61,885.76,PayPal,Standard,Delivered,John Doe,3
ORD-10779,2023-03-22,Ivan Drago,customer5349@email.com,India,Sydney,Home & Kitchen,Coffee Maker,1,190.05,190.05,5,9.5,14.44,194.99,Credit Card,Express,Shipped,Nadia Islam,1
ORD-10780,2023-03-23,Laura Palmer,customer2543@email.com,Canada,Toronto,Electronics,Headphones,5,1434.78,7173.9,5,358.7,545.22,7360.42,PayPal,Express,Shipped,Usman Khan,4
ORD-10781,2023-03-23,Carlos Mendez,customer6456@email.com,Australia,Toronto,Clothing,Polo Shirt,9,138.75,1248.75,25,312.19,74.92,1011.48,PayPal,Free Shipping,Delivered,Ali Raza,3
ORD-10782,2023-03-23,Priya Sharma,customer4413@email.com,India,Mumbai,Electronics,Smartphone,4,501.23,2004.92,0,0.0,160.39,2165.31,Debit Card,Express,Delivered,Sara Ahmed,4
ORD-10783,2023-03-23,Grace Lee,customer8085@email.com,UK,Toronto,Electronics,Keyboard,9,353.13,3178.17,0,0.0,254.25,3432.42,PayPal,Express,Delivered,Nadia Islam,5
ORD-10784,2023-03-23,Eve Turner,customer5179@email.com,USA,Toronto,Home & Kitchen,Iron,2,342.42,684.84,10,68.48,49.31,665.67,Credit Card,Standard,Delivered,Nadia Islam,5
ORD-10785,2023-03-23,Grace Lee,customer5807@email.com,USA,Dubai,Sports,Gym Bag,4,453.76,1815.04,0,0.0,145.2,1960.24,Credit Card,Standard,Delivered,Nadia Islam,3
ORD-10786,2023-03-23,Sam Wilson,customer8386@email.com,USA,Dubai,Electronics,Monitor,9,835.32,7517.88,10,751.79,541.29,7307.38,PayPal,Standard,Cancelled,Sara Ahmed,3
ORD-10787,2023-03-23,Quinn Hughes,customer2940@email.com,USA,London,Clothing,Polo Shirt,4,98.12,392.48,10,39.25,28.26,381.49,Bank Transfer,Overnight,Processing,Usman Khan,5
ORD-10788,2023-03-23,Priya Sharma,customer1656@email.com,India,London,Books,AI Future,5,19.13,95.65,25,23.91,5.74,77.48,PayPal,Express,Delivered,Nadia Islam,4
ORD-10789,2023-03-23,Sam Wilson,customer3503@email.com,UAE,Dubai,Electronics,Monitor,8,1211.16,9689.28,20,1937.86,620.11,8371.53,Debit Card,Standard,Delivered,Ali Raza,5
ORD-10790,2023-03-24,Rachel Green,customer1658@email.com,USA,Islamabad,Electronics,Keyboard,1,966.58,966.58,20,193.32,61.86,835.12,Credit Card,Express,Delivered,John Doe,5
ORD-10791,2023-03-24,Sam Wilson,customer8038@email.com,Germany,Berlin,Home & Kitchen,Air Fryer,1,211.34,211.34,0,0.0,16.91,228.25,PayPal,Standard,Delivered,Sara Ahmed,5
ORD-10792,2023-03-24,Diana Prince,customer9102@email.com,UK,Mumbai,Sports,Dumbbells,9,37.57,338.13,20,67.63,21.64,292.14,PayPal,Overnight,Processing,Usman Khan,5
ORD-10793,2023-03-24,Alice Johnson,customer7025@email.com,UAE,Sydney,Books,Statistics,9,55.38,498.42,0,0.0,39.87,538.29,Debit Card,Free Shipping,Delivered,Ali Raza,4
ORD-10794,2023-03-24,Diana Prince,customer7498@email.com,India,Berlin,Clothing,T-Shirt,4,96.16,384.64,10,38.46,27.69,373.87,PayPal,Free Shipping,Delivered,Sara Ahmed,5
ORD-10795,2023-03-24,Diana Prince,customer7348@email.com,UAE,London,Books,Business Analytics,2,15.6,31.2,10,3.12,2.25,30.33,PayPal,Standard,Delivered,Sara Ahmed,4
ORD-10796,2023-03-24,Ivan Drago,customer4041@email.com,USA,Toronto,Clothing,Shorts,9,94.89,854.01,0,0.0,68.32,922.33,Debit Card,Express,Delivered,John Doe,3
ORD-10797,2023-03-24,Hina Khan,customer3338@email.com,India,Dubai,Sports,Resistance Bands,4,341.31,1365.24,10,136.52,98.3,1327.02,Credit Card,Free Shipping,Delivered,John Doe,3
ORD-10798,2023-03-24,Bob Smith,customer1110@email.com,Pakistan,London,Clothing,Scarf,6,83.61,501.66,0,0.0,40.13,541.79,Credit Card,Express,Shipped,Usman Khan,4
ORD-10799,2023-03-25,Frank Castle,customer6187@email.com,UAE,Toronto,Home & Kitchen,Coffee Maker,1,292.88,292.88,0,0.0,23.43,316.31,Credit Card,Standard,Delivered,Nadia Islam,3
ORD-10800,2023-03-25,Kevin Hart,customer2718@email.com,USA,New York,Home & Kitchen,Coffee Maker,9,240.95,2168.55,20,433.71,138.79,1873.63,Credit Card,Express,Delivered,John Doe,3
ORD-10801,2023-03-25,Diana Prince,customer7516@email.com,UAE,Karachi,Home & Kitchen,Blender,5,380.15,1900.75,0,0.0,152.06,2052.81,Bank Transfer,Express,Delivered,Usman Khan,4
ORD-10802,2023-03-25,Nina Simone,customer1125@email.com,USA,Toronto,Home & Kitchen,Coffee Maker,3,40.4,121.2,0,0.0,9.7,130.9,PayPal,Standard,Processing,Sara Ahmed,5
ORD-10803,2023-03-25,Ivan Drago,customer9453@email.com,India,Berlin,Books,Deep Learning,4,10.84,43.36,5,2.17,3.3,44.49,PayPal,Standard,Delivered,Nadia Islam,4
ORD-10804,2023-03-25,Bob Smith,customer3934@email.com,USA,Lahore,Sports,Treadmill,1,93.45,93.45,20,18.69,5.98,80.74,COD,Express,Delivered,Ali Raza,4
ORD-10805,2023-03-25,Alice Johnson,customer6917@email.com,Australia,Toronto,Clothing,Jacket,9,106.62,959.58,0,0.0,76.77,1036.35,COD,Free Shipping,Delivered,Sara Ahmed,3
ORD-10806,2023-03-25,Diana Prince,customer2604@email.com,Canada,Islamabad,Clothing,Shorts,8,100.38,803.04,0,0.0,64.24,867.28,PayPal,Free Shipping,Delivered,Usman Khan,3
ORD-10807,2023-03-25,Laura Palmer,customer8590@email.com,USA,Lahore,Home & Kitchen,Microwave,4,358.98,1435.92,20,287.18,91.9,1240.64,COD,Standard,Delivered,Ali Raza,5
ORD-10808,2023-03-25,Eve Turner,customer3082@email.com,USA,New York,Home & Kitchen,Coffee Maker,2,298.49,596.98,0,0.0,47.76,644.74,Credit Card,Overnight,Delivered,Sara Ahmed,5
ORD-10809,2023-03-26,Ivan Drago,customer9846@email.com,India,Islamabad,Electronics,Keyboard,9,787.12,7084.08,0,0.0,566.73,7650.81,COD,Standard,Delivered,John Doe,4
ORD-10810,2023-03-26,Diana Prince,customer6093@email.com,Pakistan,Islamabad,Sports,Cycling Gloves,4,495.98,1983.92,15,297.59,134.91,1821.24,Credit Card,Free Shipping,Delivered,Usman Khan,4
ORD-10811,2023-03-26,Priya Sharma,customer8143@email.com,Pakistan,New York,Books,Statistics,9,19.64,176.76,5,8.84,13.43,181.35,PayPal,Standard,Delivered,Ali Raza,5
ORD-10812,2023-03-26,Bob Smith,customer1284@email.com,Pakistan,London,Clothing,Jeans,3,126.65,379.95,15,56.99,25.84,348.8,Credit Card,Standard,Shipped,John Doe,2
ORD-10813,2023-03-26,Priya Sharma,customer6566@email.com,UAE,Mumbai,Electronics,Laptop,7,668.85,4681.95,0,0.0,374.56,5056.51,Bank Transfer,Standard,Shipped,Ali Raza,4
ORD-10814,2023-03-26,Priya Sharma,customer9218@email.com,Pakistan,New York,Electronics,Smartwatch,7,990.67,6934.69,20,1386.94,443.82,5991.57,Credit Card,Express,Delivered,Nadia Islam,5
ORD-10815,2023-03-26,Kevin Hart,customer3274@email.com,USA,Berlin,Clothing,Sweater,4,111.82,447.28,20,89.46,28.63,386.45,PayPal,Standard,Delivered,Nadia Islam,5
ORD-10816,2023-03-26,Alice Johnson,customer4972@email.com,UAE,Lahore,Books,Cloud Computing,2,39.86,79.72,0,0.0,6.38,86.1,Debit Card,Overnight,Shipped,Usman Khan,2
ORD-10817,2023-03-26,Omar Sheikh,customer5113@email.com,Pakistan,Toronto,Electronics,Tablet,9,253.74,2283.66,0,0.0,182.69,2466.35,Debit Card,Express,Returned,Ali Raza,3
ORD-10818,2023-03-26,Diana Prince,customer7729@email.com,Pakistan,Mumbai,Electronics,Tablet,4,692.28,2769.12,25,692.28,166.15,2242.99,Debit Card,Express,Processing,Nadia Islam,5
ORD-10819,2023-03-27,Rachel Green,customer9348@email.com,Australia,Lahore,Sports,Treadmill,8,284.23,2273.84,5,113.69,172.81,2332.96,Debit Card,Standard,Delivered,Sara Ahmed,4
ORD-10820,2023-03-27,Quinn Hughes,customer2289@email.com,India,New York,Books,SQL Mastery,2,51.7,103.4,10,10.34,7.44,100.5,Debit Card,Standard,Processing,Sara Ahmed,5
ORD-10821,2023-03-27,Grace Lee,customer3511@email.com,USA,Mumbai,Electronics,Power Bank,8,693.29,5546.32,10,554.63,399.34,5391.03,Credit Card,Standard,Delivered,Nadia Islam,1
ORD-10822,2023-03-27,Rachel Green,customer6720@email.com,Pakistan,Islamabad,Books,Machine Learning,5,55.53,277.65,15,41.65,18.88,254.88,PayPal,Express,Delivered,Nadia Islam,3
ORD-10823,2023-03-27,Mike Ross,customer2155@email.com,UAE,London,Clothing,Tracksuit,7,71.65,501.55,15,75.23,34.11,460.43,PayPal,Express,Delivered,Usman Khan,4
ORD-10824,2023-03-27,Tina Fey,customer3788@email.com,USA,Karachi,Home & Kitchen,Toaster,7,228.54,1599.78,0,0.0,127.98,1727.76,Bank Transfer,Standard,Delivered,Usman Khan,5
ORD-10825,2023-03-27,Tina Fey,customer6153@email.com,Germany,Karachi,Electronics,Tablet,9,1204.61,10841.49,0,0.0,867.32,11708.81,PayPal,Express,Delivered,Sara Ahmed,5
ORD-10826,2023-03-27,Julia Roberts,customer7226@email.com,India,New York,Sports,Dumbbells,3,294.87,884.61,20,176.92,56.62,764.31,Credit Card,Standard,Delivered,John Doe,5
ORD-10827,2023-03-27,Alice Johnson,customer3976@email.com,Germany,Sydney,Clothing,Scarf,4,144.43,577.72,15,86.66,39.28,530.34,Debit Card,Express,Delivered,Ali Raza,4
ORD-10828,2023-03-28,Bob Smith,customer6251@email.com,Canada,London,Books,Web Dev,4,41.32,165.28,10,16.53,11.9,160.65,PayPal,Free Shipping,Returned,John Doe,5
ORD-10829,2023-03-28,Quinn Hughes,customer4499@email.com,UK,Karachi,Clothing,Dress,5,83.18,415.9,25,103.98,24.95,336.87,Credit Card,Standard,Delivered,Usman Khan,5
ORD-10830,2023-03-28,Carlos Mendez,customer3913@email.com,India,Sydney,Electronics,Tablet,6,84.21,505.26,10,50.53,36.38,491.11,Debit Card,Overnight,Delivered,John Doe,4
ORD-10831,2023-03-28,Quinn Hughes,customer1203@email.com,Canada,Islamabad,Books,AI Future,3,27.76,83.28,0,0.0,6.66,89.94,Credit Card,Overnight,Cancelled,Usman Khan,5
ORD-10832,2023-03-28,Laura Palmer,customer2822@email.com,UAE,Mumbai,Home & Kitchen,Juicer,4,133.71,534.84,15,80.23,36.37,490.98,Debit Card,Express,Shipped,John Doe,5
ORD-10833,2023-03-28,Laura Palmer,customer9633@email.com,Pakistan,Karachi,Clothing,Jeans,3,114.73,344.19,5,17.21,26.16,353.14,PayPal,Express,Delivered,Sara Ahmed,5
ORD-10834,2023-03-28,Tina Fey,customer7971@email.com,UK,Islamabad,Electronics,Mouse,2,352.0,704.0,0,0.0,56.32,760.32,Credit Card,Express,Shipped,Usman Khan,5
ORD-10835,2023-03-28,Julia Roberts,customer8425@email.com,Pakistan,Islamabad,Sports,Treadmill,9,108.97,980.73,0,0.0,78.46,1059.19,COD,Standard,Delivered,Sara Ahmed,5
ORD-10836,2023-03-28,Grace Lee,customer6782@email.com,India,Mumbai,Books,SQL Mastery,1,15.42,15.42,15,2.31,1.05,14.16,Credit Card,Overnight,Delivered,John Doe,5
ORD-10837,2023-03-28,Julia Roberts,customer8926@email.com,India,Karachi,Clothing,Jacket,2,27.59,55.18,25,13.8,3.31,44.69,Credit Card,Overnight,Processing,Nadia Islam,4
ORD-10838,2023-03-29,Rachel Green,customer7003@email.com,Germany,Islamabad,Clothing,Hoodie,8,53.54,428.32,0,0.0,34.27,462.59,COD,Free Shipping,Delivered,Nadia Islam,5
ORD-10839,2023-03-29,Frank Castle,customer5175@email.com,UAE,Islamabad,Home & Kitchen,Air Fryer,7,356.65,2496.55,0,0.0,199.72,2696.27,Credit Card,Express,Processing,Ali Raza,3
ORD-10840,2023-03-29,Grace Lee,customer8786@email.com,Canada,New York,Home & Kitchen,Toaster,1,314.47,314.47,10,31.45,22.64,305.66,Credit Card,Standard,Delivered,Nadia Islam,5
ORD-10841,2023-03-29,Quinn Hughes,customer3859@email.com,USA,Lahore,Sports,Cycling Gloves,5,369.74,1848.7,15,277.3,125.71,1697.11,Credit Card,Overnight,Shipped,Ali Raza,5
ORD-10842,2023-03-29,Laura Palmer,customer3962@email.com,USA,London,Sports,Yoga Mat,6,400.29,2401.74,10,240.17,172.93,2334.5,PayPal,Express,Delivered,John Doe,5
ORD-10843,2023-03-29,Quinn Hughes,customer2367@email.com,Australia,Lahore,Electronics,Power Bank,5,440.66,2203.3,10,220.33,158.64,2141.61,PayPal,Express,Returned,Ali Raza,5
ORD-10844,2023-03-29,Rachel Green,customer6210@email.com,India,Dubai,Electronics,Smartwatch,4,1336.79,5347.16,10,534.72,385.0,5197.44,Debit Card,Free Shipping,Delivered,Ali Raza,4
ORD-10845,2023-03-29,Nina Simone,customer3909@email.com,India,London,Sports,Cycling Gloves,1,75.55,75.55,0,0.0,6.04,81.59,Credit Card,Free Shipping,Returned,Ali Raza,4
ORD-10846,2023-03-29,Kevin Hart,customer4405@email.com,USA,Mumbai,Sports,Knee Support,7,173.48,1214.36,5,60.72,92.29,1245.93,Credit Card,Standard,Delivered,Sara Ahmed,1
ORD-10847,2023-03-30,Bob Smith,customer5494@email.com,India,Toronto,Books,Data Science 101,9,37.27,335.43,0,0.0,26.83,362.26,PayPal,Standard,Shipped,Ali Raza,3
ORD-10848,2023-03-30,Alice Johnson,customer1820@email.com,Australia,Lahore,Home & Kitchen,Rice Cooker,6,59.1,354.6,20,70.92,22.69,306.37,Credit Card,Express,Shipped,Usman Khan,5
ORD-10849,2023-03-30,Kevin Hart,customer8702@email.com,USA,Lahore,Electronics,Keyboard,3,1108.69,3326.07,0,0.0,266.09,3592.16,PayPal,Express,Delivered,John Doe,4
ORD-10850,2023-03-30,Bob Smith,customer8255@email.com,India,Sydney,Home & Kitchen,Air Fryer,4,167.15,668.6,10,66.86,48.14,649.88,PayPal,Express,Shipped,Sara Ahmed,3
ORD-10851,2023-03-30,Priya Sharma,customer3662@email.com,USA,Berlin,Home & Kitchen,Juicer,5,318.07,1590.35,0,0.0,127.23,1717.58,Bank Transfer,Express,Delivered,Usman Khan,3
ORD-10852,2023-03-30,Carlos Mendez,customer8104@email.com,Pakistan,Dubai,Sports,Water Bottle,1,250.5,250.5,5,12.52,19.04,257.02,Credit Card,Express,Delivered,John Doe,4
ORD-10853,2023-03-30,Tina Fey,customer6372@email.com,India,Toronto,Books,SQL Mastery,5,14.95,74.75,0,0.0,5.98,80.73,PayPal,Standard,Processing,Sara Ahmed,5
ORD-10854,2023-03-30,Alice Johnson,customer5453@email.com,Pakistan,Berlin,Clothing,Hoodie,1,112.87,112.87,0,0.0,9.03,121.9,PayPal,Express,Cancelled,John Doe,5
ORD-10855,2023-03-30,Tina Fey,customer4129@email.com,USA,Karachi,Books,AI Future,9,18.87,169.83,0,0.0,13.59,183.42,COD,Standard,Shipped,Nadia Islam,2
ORD-10856,2023-03-30,Hina Khan,customer5616@email.com,India,Sydney,Books,Web Dev,7,31.99,223.93,15,33.59,15.23,205.57,COD,Express,Delivered,John Doe,5
ORD-10857,2023-03-31,Sam Wilson,customer9086@email.com,India,Islamabad,Home & Kitchen,Iron,3,48.7,146.1,0,0.0,11.69,157.79,COD,Free Shipping,Delivered,Nadia Islam,4
ORD-10858,2023-03-31,Alice Johnson,customer2666@email.com,USA,Islamabad,Books,Web Dev,9,38.98,350.82,10,35.08,25.26,341.0,PayPal,Standard,Processing,Nadia Islam,5
